Bmag,monomers,tetramers,npanels
39.7895287732841,256,0,311
40.2251724670013,269,0,311
39.7931061868761,258,0,310
39.9666385877021,261,0,311
39.9939820473031,261,0,311
39.9909802330476,263,0,310
18.0244112247807,258,0,310
18.032115793772,254,0,310
18.0223333672419,270,0,310
18.0202608194221,252,0,310
18.0202608194221,257,0,310
18.0084091468403,266,0,310
0.014142135623731,111,0,308
0.014142135623731,63,0,308
0.014142135623731,42,8,308
0.014142135623731,34,12,308
0.014142135623731,29,12,308
18.01517415958,166,12,310
17.9048876008759,193,12,310
17.9136065603775,187,12,311
17.9048876008759,193,12,310
17.9291606050032,204,12,310
17.9291606050032,201,12,310
0.014142135623731,79,16,310
0.0223606797749979,48,24,309
0.014142135623731,40,28,310
0.014142135623731,22,36,309
0.0223606797749979,19,32,309
17.9872649393953,116,32,310
17.9834062401982,165,32,310
17.9924011738289,163,32,311
17.9574190795894,167,28,310
18.0768581340896,181,28,310
18.1473221164997,176,32,310
0.014142135623731,89,28,309
0.014142135623731,59,32,309
0.014142135623731,37,32,309
0.0223606797749979,29,44,309
0.0223606797749979,22,44,309
18.0274734780002,90,44,310
17.9580956674142,162,44,310
18.1021545678961,171,44,310
18.0274734780002,168,44,310
17.9566171647112,184,44,310
18.0315418087306,171,44,310
0.0223606797749979,86,44,310
0.014142135623731,36,48,310
0.014142135623731,24,56,310
0.0223606797749979,20,60,309
0.0223606797749979,19,68,310
0.014142135623731,18,68,310
18.0433949133748,141,64,310
17.9340040147202,155,64,309
17.9532866071926,160,64,309
18.0113436478237,177,60,309
18.1287892590763,161,64,310
0.014142135623731,119,64,309
0.014142135623731,67,64,310
0.0223606797749979,42,64,310
0.014142135623731,38,72,310
0.014142135623731,29,68,310
0.014142135623731,25,68,310
17.9735194105106,151,68,310
17.9645790376507,153,64,310
17.9735194105106,169,60,310
17.9601002224375,163,64,311
17.9601002224375,181,64,311
0.0223606797749979,126,68,311
0.0223606797749979,42,64,310
0.014142135623731,26,64,311
0.02,18,76,311
0.014142135623731,18,80,311
0.014142135623731,17,92,310
18.0702850005195,120,88,310
17.9758059624597,134,88,310
17.942923396147,140,88,310
18.0111187881264,142,88,310
17.9720254840683,133,88,310
0.0223606797749979,132,88,310
0.014142135623731,59,84,310
