Bmag,monomers,tetramers,npanels
40.0899600897781,209,0,310
40.2601403375597,203,0,309
40.0016612155045,203,0,310
40.1149971955627,203,0,309
40.1814497000793,211,0,310
40.2149524430901,209,0,310
40.0441319046874,198,0,310
18.0236788697535,198,0,309
17.9440937358229,212,0,310
17.9354955326024,211,4,308
17.9733858802397,204,0,309
18.0689623387731,208,0,309
18.0800442477335,223,4,309
0.014142135623731,88,4,310
0.0223606797749979,59,0,309
0.0223606797749979,35,4,310
0.014142135623731,25,4,309
0.0223606797749979,24,8,309
17.9937239058512,69,20,309
17.995227144996,174,8,309
18.0065349248544,169,8,309
17.995227144996,180,12,310
17.9967358151416,185,8,310
18.0536589089303,189,12,309
0.01,82,8,308
0.014142135623731,45,16,309
0.014142135623731,40,20,309
0.014142135623731,33,24,309
0.014142135623731,33,28,309
0.014142135623731,26,32,310
17.9520750889695,144,16,309
17.8991228835382,178,16,310
17.9967802675923,183,16,310
18.0062683529931,173,16,310
18.0946456168669,173,16,308
0.014142135623731,113,16,309
0.0223606797749979,56,16,309
0.014142135623731,42,20,309
0.014142135623731,38,20,309
0.0223606797749979,32,32,308
0.0223606797749979,26,36,309
18.0325400318424,138,28,309
18.0868266979036,137,32,310
17.9860751694193,152,32,308
17.9892078758349,148,28,309
17.9945102739697,159,28,310
0.014142135623731,115,28,309
0.014142135623731,47,40,309
0.0223606797749979,34,44,309
0.014142135623731,31,48,310
0.02,29,52,311
0.0223606797749979,23,60,309
18.0372170802483,104,40,309
18.0214982728962,143,44,309
18.0214982728962,149,40,308
18.0170058555799,147,40,309
17.9010725935627,156,40,309
0.014142135623731,133,40,309
0.0223606797749979,57,40,310
0.014142135623731,44,40,309
0.014142135623731,37,48,309
0.014142135623731,31,52,309
0.014142135623731,25,52,309
18.0006249891497,103,52,309
18.0232072617501,129,48,309
17.9914868757421,134,60,308
18.0317775052822,131,56,310
18.0743021995318,125,52,309
18.1140939602289,141,52,309
0.014142135623731,63,52,310
0.0282842712474619,44,56,310
0.014142135623731,33,64,310
0.0223606797749979,22,68,310
0.014142135623731,21,68,310
18.0647557414984,87,60,310
17.935272509778,125,60,310
17.9441494643797,124,60,311
18.0560488479623,134,60,311
18.0575579744328,129,60,310
18.0646533318522,122,60,309
0.01,57,60,309
0.0223606797749979,33,72,309
0.014142135623731,27,72,309
0.0223606797749979,25,60,309
0.014142135623731,24,72,309
17.9192466359498,75,68,310
17.9631094190288,103,72,309
18.0033135838934,117,76,311
17.9943241051171,124,72,311
17.9943241051171,119,72,310
18.0052464576301,123,72,311
0.02,66,76,310
