Bmag,monomers,tetramers,npanels
20.0599302092505,382,8,398
19.9885016947244,384,8,398
20.0574001306251,386,8,398
20.1198434387547,383,8,399
19.9279953833796,386,8,398
19.958048501795,387,8,397
20.0420557827784,384,8,398
20.0979401929651,385,8,399
19.9913231177929,387,8,399
20.1030569814643,387,8,399
20.0390219322201,385,8,399
19.9844764755047,382,8,398
20.0370307181478,383,8,399
19.9277193878276,385,8,399
20.0092478619262,383,8,399
20.0574001306251,382,8,398
19.9241160406177,388,4,398
20.0798904379481,386,8,398
20.0036621647137,381,8,397
20.0337839660909,386,8,398
20.0979401929651,383,8,399
19.9913231177929,384,8,398
20.1030569814643,388,8,400
20.0390219322201,387,8,399
19.9830177901137,384,8,398
20.0370307181478,386,8,398
19.9205647510305,389,8,399
19.9885016947244,387,8,399
20.0601595208014,387,8,399
19.9122525094475,384,8,400
19.9279953833796,384,8,398
20.0036621647137,381,8,397
20.0337839660909,389,4,400
19.9946617875872,379,8,399
19.9913231177929,383,8,399
20.1030569814643,385,8,399
20.0390219322201,385,8,399
19.9844764755047,386,8,398
20.0370307181478,386,8,398
19.9205647510305,385,8,399
20.0902389234175,385,8,399
20.0131206961833,386,8,400
19.9241160406177,386,8,400
20.0888352076471,387,8,397
20.0030847621061,386,8,398
20.0337839660909,387,8,399
20.0262852271708,385,8,399
19.9744036206341,382,8,398
20.1126651640204,390,8,400
20.0390219322201,384,8,400
19.9844764755047,385,4,398
20.0370307181478,384,4,398
19.9275537886616,383,4,398
20.0092478619262,379,8,397
20.0601595208014,386,8,400
19.9300903159017,388,8,400
20.0798904379481,385,8,397
19.9564175141732,383,8,397
20.0337839660909,382,8,398
20.1024500994282,384,8,398
19.9913231177929,385,8,399
20.0942180738639,384,8,398
20.0311282757612,386,8,400
20.040222054658,381,8,399
20.0370307181478,389,4,400
19.9275537886616,384,8,398
20.0189435285681,386,8,398
20.0574001306251,387,8,399
19.9241160406177,383,8,399
19.9309332445824,373,8,397
20.0036621647137,385,8,399
20.0281651680827,384,8,400
20.1068669861816,383,8,399
19.9912105686474,382,8,398
20.0942180738639,386,8,400
20.1289964975902,381,8,399
20.040222054658,380,8,398
20.0370307181478,382,8,398
19.9275537886616,385,8,399
20.0092478619262,383,8,399
20.0574001306251,383,8,399
19.9122525094475,383,8,399
19.9404914683666,379,8,399
20.0036621647137,382,4,399
