Bmag,monomers,tetramers,npanels
39.8949783807436,366,4,396
40.0805900655168,360,4,396
40.2296656709946,360,4,395
40.1301507597467,364,4,397
40.0278228236311,359,4,397
39.8949783807436,359,4,397
40.1358941597169,368,4,397
40.2161969857917,361,4,396
40.2274396401262,363,4,396
40.041490981231,365,4,397
40.0805900655168,360,4,397
40.0729958949914,360,4,396
39.8949783807436,361,4,396
39.9096429450327,361,4,398
40.1241735117373,361,4,396
40.2202983579187,359,4,397
39.9855799007592,360,4,396
40.0601510231801,361,4,397
40.2274396401262,363,4,397
39.8269381198204,361,4,396
39.802664483675,365,4,397
39.9016891873013,364,4,396
40.132191567369,365,4,396
40.2196867218033,363,4,395
40.0278228236311,364,4,395
39.9379543792618,366,4,394
40.1454368515277,364,4,396
40.0425186520528,364,4,395
39.7952283571787,363,4,394
40.1454368515277,363,4,394
40.1241735117373,367,4,394
40.088518306368,366,4,395
40.0258129211638,363,4,394
39.8019157830374,361,4,395
40.1358941597169,364,4,394
39.9016891873013,362,4,395
40.2266205391405,362,4,393
40.1381676213551,366,4,395
40.0855747121081,363,4,395
40.023805416277,366,4,395
40.132191567369,361,4,394
40.2266205391405,361,4,395
40.2233688295747,366,4,395
39.7944820295478,360,4,395
40.1454368515277,362,4,396
40.132191567369,362,4,395
39.7944820295478,362,4,395
40.0258129211638,362,4,395
40.2233688295747,367,4,396
40.0826358913682,361,4,395
40.1454368515277,362,4,396
39.7944820295478,363,4,397
40.0826358913682,365,4,395
39.9084013711399,369,4,395
40.0742510847053,367,4,395
40.1381676213551,364,4,395
40.132191567369,365,4,395
40.023805416277,365,4,395
40.2183850993547,364,4,397
40.2216658033951,366,4,395
40.1484271173853,369,4,396
39.8054430951346,361,4,397
19.9293376708811,362,4,396
19.9381092383405,361,0,394
20.0353312924943,360,4,396
19.9611447567518,358,4,395
20.0502693248744,360,4,394
19.9396313907755,355,4,395
20.0554680822962,359,4,396
19.9293376708811,359,4,396
19.934394899269,355,4,394
20.1224377250869,360,4,397
19.9442823886948,363,4,396
19.9381092383405,361,4,397
19.9542501738351,356,4,396
20.0113892571206,358,4,396
20.0685450394392,359,4,396
19.9293376708811,359,4,395
20.0268020412646,359,4,397
19.9293376708811,360,4,396
20.0022898689125,360,4,397
20.1160682042988,358,4,396
20.0016424325604,360,4,395
19.934394899269,360,4,396
19.9611447567518,357,4,395
20.0195129810892,359,4,396
19.9611447567518,361,4,396
19.9293376708811,363,4,395
20.0557148962584,362,4,395
20.1237794660943,363,4,395
20.0848823745622,356,4,394
19.9362684572615,362,4,394
20.0353312924943,359,4,394
20.0113892571206,359,4,396
20.0621683773215,358,4,396
19.9293376708811,358,4,395
19.9306848853721,361,4,392
20.1237794660943,360,4,393
19.9230971487869,354,4,394
19.9637371250976,359,4,392
20.1097016387613,358,4,394
19.9279602568853,353,4,393
19.9362684572615,361,4,393
20.1237794660943,359,4,393
20.0212387229162,359,4,393
19.9362684572615,357,4,392
20.0425247910536,354,4,393
20.0212387229162,355,4,393
20.0569813282059,355,4,393
20.0425247910536,358,4,395
19.9611447567518,354,4,393
20.048431360084,357,4,394
20.0009999750012,356,4,394
19.932568825919,363,4,394
19.9309131752662,357,4,395
20.0113892571206,358,4,394
20.0425247910536,360,4,394
19.9637371250976,361,4,396
20.1174153409428,360,4,395
19.9475311755616,355,4,396
20.0517979243758,358,4,394
19.9309131752662,358,4,394
19.9418604949488,362,4,395
20.049720696309,360,4,394
20.0212387229162,358,4,396
20.0517979243758,359,4,396
19.9309131752662,364,4,395
19.9663341652893,359,4,396
20.0425247910536,360,4,396
20.0195129810892,360,4,395
20.0517979243758,358,4,394
20.1187723283505,356,4,396
19.9381669167454,359,4,397
20.0551738960299,362,4,396
19.9663341652893,360,4,395
19.9663341652893,364,4,397
19.9309131752662,359,4,396
20.0003624967149,359,4,397
20.1174153409428,360,4,397
20.0009999750012,355,4,397
20.0603514425845,355,4,398
19.928873525616,357,4,397
19.9663341652893,361,4,397
20.0723416670801,359,4,395
20.0212387229162,361,4,396
19.9475311755616,363,4,397
19.9387311532103,358,4,396
20.0217931264909,359,4,396
20.0414420638835,356,4,397
19.9512305384906,359,4,396
19.9663341652893,359,4,397
19.9344776706088,363,4,397
20.0003624967149,361,4,397
19.9035499346222,358,4,396
20.0425247910536,361,4,396
19.8897611850922,362,4,396
19.9344776706088,362,4,396
19.9269290157816,357,4,397
19.9344776706088,363,4,395
20.0355808500777,357,4,397
20.0131206961833,362,4,395
20.05,358,4,397
20.0425247910536,364,4,397
20.0229693102696,362,4,396
20.1187723283505,359,4,396
20.0003624967149,360,4,396
19.9344776706088,363,4,396
19.9309131752662,361,4,398
19.9663341652893,359,4,397
20.0425247910536,363,4,397
20.0103423259074,362,4,396
20.1187723283505,361,4,398
20.0103423259074,362,4,397
19.9307927589446,362,4,398
20.0427792483977,362,4,397
20.0229693102696,362,4,397
20.05,360,4,396
19.9246781655313,359,4,397
19.9364114122878,362,4,397
20.1264924912415,358,4,397
20.0113892571206,360,0,397
20.1264924912415,357,4,396
20.049720696309,363,4,398
19.9271121841575,360,4,396
20.1124165629096,357,4,397
20.0131206961833,361,4,397
20.1187723283505,364,4,397
19.9237772523184,364,4,397
20.0267870613336,361,4,397
20.0425247910536,360,4,396
20.0229693102696,363,4,397
20.0482268542632,362,4,396
20.0482268542632,359,4,396
19.9327368918571,360,4,397
19.9364114122878,361,4,396
20.0003624967149,359,4,396
20.0131206961833,358,4,397
20.049720696309,362,4,396
20.0229693102696,360,4,397
20.0427792483977,355,4,396
20.0229693102696,358,4,397
20.0430661327053,361,4,396
20.0229693102696,365,4,397
19.9290667117153,357,4,396
20.049720696309,362,4,396
19.9592810491761,360,4,397
20.0430661327053,356,0,397
19.9403209603055,359,4,397
19.8943836295574,356,4,396
20.1201391645287,359,4,396
20.0097101428282,358,4,395
19.9290667117153,359,4,397
20.1276178421591,362,4,397
19.9290667117153,359,4,396
20.0223999560492,357,4,396
20.0148569817523,360,4,397
19.8934285632216,359,4,397
19.9997299981775,358,4,397
20.0343130653387,361,4,397
19.9324985889878,366,4,397
20.0131206961833,359,4,396
20.0425247910536,359,4,395
20.0223999560492,359,4,396
20.0516333499294,358,4,397
19.9206350300386,360,4,397
19.9592810491761,355,4,395
20.049720696309,358,4,395
20.0090829375062,364,4,396
19.925400874261,368,4,396
20.1201391645287,360,4,397
19.9991024798614,358,0,395
19.9347059170684,363,4,395
20.049720696309,362,4,394
19.9715422539172,361,4,395
20.1137888027094,363,4,395
20.1278637713991,358,4,396
20.0413273013541,360,4,394
19.9403209603055,359,4,395
19.9618886881978,359,4,396
20.1201391645287,359,4,396
20.0247047418932,361,4,396
19.9217393818913,366,4,395
20.049720696309,364,4,396
19.9689358755042,357,4,397
20.049720696309,366,4,395
20.0247047418932,358,4,398
20.0499002491284,357,4,396
19.9403209603055,356,4,397
19.9310461341095,355,4,396
19.9310461341095,358,4,398
20.0090829375062,360,4,396
20.0247047418932,361,4,397
19.9403209603055,361,4,397
19.9551321719502,363,4,395
20.1215158474703,361,4,397
20.0247047418932,361,4,397
20.0447549249174,359,4,397
19.9403209603055,360,4,397
19.9273906972288,360,4,397
20.049720696309,363,0,398
20.0247047418932,359,4,398
19.964500995517,358,4,397
19.9403209603055,361,4,396
19.9984799422356,359,4,397
20.049720696309,361,4,396
19.9715422539172,363,4,397
20.049720696309,360,4,396
19.9560016035277,362,4,398
20.0396132697216,361,4,396
20.049720696309,357,4,395
19.964500995517,363,4,396
20.0322065684238,360,4,396
19.964500995517,359,4,397
19.8944741071484,359,4,396
20.0084607104095,364,4,396
19.9984799422356,362,4,395
20.049720696309,360,4,396
20.0448322517301,361,4,394
20.0430561541897,360,4,395
19.9028892374951,361,4,394
19.9237396088184,358,4,397
19.9340939096815,356,4,396
20.0247047418932,365,4,395
20.1006517307275,361,4,396
19.941920669785,354,4,396
20.0372777592167,362,4,395
20.1229023751545,361,4,396
20.079920318567,363,4,395
19.9330504439235,363,4,396
20.049720696309,364,4,395
20.0247047418932,361,4,395
20.1165628276801,359,4,395
19.9340939096815,359,4,394
19.9294054100969,357,4,395
20.049720696309,359,4,393
19.9741532987008,358,4,395
20.0379240441718,359,4,395
19.9978623857651,366,4,394
19.9294054100969,358,4,394
20.049720696309,357,4,395
19.9978623857651,361,4,394
20.0379240441718,360,4,394
19.9294054100969,362,0,394
19.9671179693014,359,4,395
20.1229023751545,361,4,395
20.0247047418932,360,4,394
20.0379240441718,358,4,394
19.9978623857651,359,4,394
19.9257647281102,359,4,394
19.9166111575238,361,4,393
19.964500995517,356,4,395
20.0569190056698,359,4,395
20.0247047418932,360,0,393
20.0327956111972,361,4,394
20.049720696309,363,4,393
19.9314450053176,362,4,393
20.1165628276801,361,4,392
20.0247047418932,357,4,393
20.0413821878632,359,4,394
20.0247047418932,359,4,394
20.0413821878632,356,4,394
19.9972498109115,362,4,394
19.9671179693014,365,4,393
20.0638605457674,357,4,395
20.0247047418932,363,4,394
20.0327956111972,358,4,394
20.1242987455464,361,4,394
19.964500995517,359,4,395
19.9671179693014,358,4,394
19.941920669785,360,4,395
20.0247047418932,358,4,395
20.0569190056698,363,4,397
20.0072311927463,367,4,394
20.1165628276801,361,4,395
20.0352514334111,362,4,395
20.036259630979,360,4,395
20.036259630979,356,4,394
20.0247047418932,363,4,396
20.0264450165275,360,4,396
20.0072311927463,366,4,396
19.9184964291987,362,4,396
19.941920669785,361,4,396
20.0378092614936,362,4,396
20.1179646087769,361,4,396
19.9464182248343,361,4,396
20.0311407563324,359,4,396
20.0264450165275,363,4,395
19.9767690080253,359,4,395
19.9513633619359,363,4,395
19.9966422181325,362,4,395
20.0449195558376,360,4,397
19.9497493718593,360,4,396
20.1219333067178,362,4,394
20.0311407563324,356,4,395
19.9020225102877,364,4,395
20.0346200363271,361,4,396
19.943530279266,365,4,396
19.9241888166118,364,4,396
20.0569190056698,362,4,396
20.0247047418932,364,4,396
20.1179646087769,357,4,394
20.0569190056698,362,4,394
19.9241888166118,359,0,393
19.9241888166118,361,4,396
20.0264450165275,361,4,396
20.0346200363271,362,4,395
19.9966422181325,363,4,396
19.9241888166118,360,4,395
19.9497493718593,357,4,395
20.0247047418932,358,4,395
20.1257049565972,359,4,396
19.9522680415035,360,4,395
19.9205672609994,363,4,396
20.0346200363271,362,4,395
20.0247047418932,362,4,396
19.9205672609994,357,4,395
20.0638605457674,361,4,396
19.9697396077165,362,4,394
20.1179646087769,362,4,397
20.0066239030977,361,4,396
19.9205672609994,358,4,398
20.0569190056698,362,4,396
20.0060215935103,360,4,397
19.9262741123372,355,8,398
20.0569190056698,361,4,397
20.078590587987,362,4,396
19.9262741123372,362,4,396
20.1193762328756,359,4,397
19.9697396077165,361,4,397
19.9262741123372,361,4,396
19.943530279266,359,4,397
19.9697396077165,359,4,395
19.943530279266,361,4,396
20.0060215935103,362,4,396
20.1193762328756,353,4,397
20.0264450165275,358,4,397
20.0330052663099,358,4,394
19.943530279266,357,4,396
19.9723659089253,355,4,398
19.9960396078824,354,4,396
20.0264450165275,359,4,396
20.107441408593,359,4,396
19.9954419806115,366,4,397
20.0264450165275,362,4,396
19.943530279266,357,4,396
19.9954419806115,360,4,397
20.0638605457674,360,4,397
20.0054242644339,361,4,396
20.0279055320321,360,4,397
19.9451096763091,363,4,397
19.9226629746126,361,4,397
20.0264450165275,360,4,397
19.9697396077165,362,4,393
20.0480871905526,359,4,397
20.0264450165275,360,4,396
20.107441408593,361,4,394
19.9513633619359,358,4,393
19.9190562025413,361,4,395
20.0228094931755,359,4,396
20.0480871905526,362,4,396
20.0365091769999,362,4,396
19.9513633619359,360,4,395
19.9226629746126,359,4,395
20.0638605457674,362,4,395
20.0165981125665,359,4,396
20.1207976979045,363,4,396
19.9948493367667,360,4,396
19.9226629746126,357,4,395
20.0638605457674,361,4,396
20.0264450165275,360,4,393
20.0314153269308,362,4,396
19.9127120202146,361,4,396
19.9190562025413,362,4,395
19.9513633619359,359,4,396
19.9627177508475,359,4,397
20.1207976979045,360,0,395
19.9954419806115,360,4,396
19.9154537984953,362,4,396
20.0569190056698,360,4,396
19.9749968710886,359,4,395
20.0263251746295,363,0,397
19.9451497863516,361,4,395
19.9723659089253,361,4,396
20.1207976979045,359,4,397
19.9948493367667,361,4,396
20.034934489536,360,4,396
19.9578004800128,363,4,397
19.9247835621871,360,4,397
20.0710587662933,361,4,396
19.9948493367667,358,4,397
20.0506683180387,359,0,396
20.0638605457674,358,4,398
20.0264450165275,360,4,394
20.029850224103,363,4,396
19.9451497863516,363,4,397
19.9749968710886,359,4,395
20.0161559746121,362,4,396
19.9942616767912,360,4,395
19.9723659089253,357,4,396
20.0638605457674,361,4,396
20.0532541000208,361,4,396
20.029850224103,357,4,396
19.9587399401866,358,4,396
19.9211872136176,359,4,395
20.0532541000208,360,4,395
20.0264450165275,357,4,395
20.004624465358,360,4,396
19.9096484147762,359,4,396
19.9109844055988,361,4,396
20.1222290017781,357,4,394
20.0558445346986,356,4,396
20.0247696615966,357,4,396
20.0247696615966,360,4,394
19.9653499844105,361,4,395
20.0165981125665,361,4,397
20.0264450165275,365,4,394
19.9211872136176,361,4,396
19.9451497863516,361,4,395
20.0634518465791,362,0,394
20.0638605457674,363,4,396
20.0558445346986,361,4,397
20.0196928048359,358,4,397
19.9529872450217,361,4,395
20.0264450165275,359,4,396
20.1222290017781,356,4,395
19.9942616767912,360,0,396
20.028309963649,360,4,395
20.0638605457674,360,4,395
19.9269290157816,358,4,395
20.1222290017781,357,4,395
20.0264450165275,363,4,396
19.9175952363733,355,4,395
19.9529872450217,362,4,395
19.9776324923651,360,4,397
20.1159140980469,361,4,396
20.0264450165275,360,4,396
20.028309963649,361,4,396
19.9516340182953,359,4,395
19.9175952363733,360,4,396
19.9653499844105,360,4,397
20.0281901329102,361,4,396
20.0232389987235,356,4,397
20.0036621647137,356,4,397
19.9936790011243,359,4,396
20.0710587662933,358,4,397
19.9776324923651,359,4,396
20.1159140980469,360,4,395
20.0036621647137,359,4,396
20.0232389987235,361,4,396
20.0638605457674,360,4,397
19.9679868790021,363,4,397
20.123670142397,362,4,396
19.993101310202,360,4,395
19.9175952363733,357,4,396
20.123670142397,361,4,396
20.0513839921338,357,4,398
20.0267945513005,364,4,397
19.9529872450217,358,4,398
19.9233430929651,356,4,396
20.0708046674766,359,4,398
20.0281901329102,361,4,397
19.9776324923651,357,4,396
20.0708046674766,362,4,397
19.993101310202,362,4,396
20.0217331917095,358,4,394
20.0513839921338,359,4,398
20.0217331917095,354,4,396
20.0281901329102,357,4,396
19.9233430929651,361,4,397
19.9233430929651,358,4,396
20.0264450165275,358,4,396
19.9233430929651,363,4,394
19.9529872450217,360,4,398
19.9802727709108,361,4,397
20.125121117648,361,4,396
20.0780003984461,358,4,397
19.9776324923651,359,4,397
20.0217331917095,358,4,397
19.993101310202,356,4,397
19.9197615447575,362,4,397
20.0780003984461,360,4,395
20.0513839921338,360,4,397
20.1173606618761,357,4,397
20.0539896280017,359,4,397
19.9197615447575,359,4,397
20.0708046674766,362,4,396
20.0264450165275,356,4,396
20.0773105768676,362,4,397
19.9608266361892,364,4,397
19.9197615447575,362,4,396
19.9197615447575,356,4,395
20.0264450165275,361,4,397
19.9104244053209,364,4,398
19.9546210187014,358,4,397
19.970628432776,360,4,396
20.125121117648,360,4,397
20.0025123422034,356,4,397
19.9161843735189,360,4,397
20.0780003984461,360,4,396
19.9802727709108,358,4,396
20.0202522461631,358,4,397
20.0281901329102,357,4,396
19.9161843735189,359,4,396
19.9089376913988,359,4,397
19.970628432776,357,4,397
20.0708046674766,355,4,397
19.970628432776,356,4,397
20.0202522461631,354,4,397
19.9546210187014,360,4,396
19.9161843735189,357,4,397
20.1188170626406,359,4,396
20.0264450165275,366,4,396
19.9161843735189,360,4,397
19.9546210187014,359,4,395
19.9925286044562,359,4,397
20.1188170626406,358,4,397
19.9574672741809,359,4,398
19.9161843735189,356,4,396
19.9546210187014,356,4,398
19.9829177048798,358,4,398
20.1202832982043,360,4,396
20.0183440873615,365,4,398
19.9574672741809,360,4,397
19.9919608843155,359,4,397
19.9732746438835,361,4,398
19.9546210187014,358,4,396
19.9732746438835,358,4,398
20.0780003984461,357,4,397
19.9919608843155,357,4,396
20.0187961676021,363,4,397
20.0737764259743,355,4,397
19.9126115816083,357,4,397
20.0780003984461,355,4,396
20.0281901329102,357,4,396
20.0137577680954,358,4,397
20.0019449054336,355,4,395
19.8845291621401,356,4,396
19.9624647776771,356,4,397
20.1134780682009,357,4,396
20.0137577680954,355,4,397
19.9277595328727,354,4,397
19.9732746438835,359,4,396
20.0137577680954,357,4,396
19.9546210187014,356,4,396
19.8761465078118,358,4,396
20.1202832982043,358,4,397
19.9912480850996,357,4,395
19.9255238325119,356,4,396
19.9546210187014,359,4,396
19.9732746438835,352,4,396
20.0592148400679,362,4,396
19.9913981502045,361,4,396
19.9654125927815,361,4,396
20.1217593664172,360,4,396
19.8816020481248,355,4,395
19.9161843735189,356,4,396
19.9624647776771,354,4,398
19.9759255104739,353,4,396
20.1217593664172,359,4,395
19.9624647776771,361,4,398
19.9219527155347,360,4,398
20.1217593664172,357,4,397
20.0281901329102,360,4,397
20.0173649614528,359,4,396
19.9624647776771,359,4,395
20.0281901329102,359,4,395
20.0780003984461,359,4,395
20.0183440873615,356,4,396
20.0173649614528,359,4,396
19.9624647776771,358,4,396
19.9126115816083,354,4,396
20.1202832982043,359,4,396
19.9759255104739,355,4,395
20.1217593664172,358,0,395
20.0008249829851,356,4,394
19.9759255104739,362,4,394
20.0780003984461,362,4,395
20.0008249829851,361,4,395
20.1217593664172,360,4,395
20.0008249829851,358,4,394
19.9161843735189,360,4,393
20.1154691717593,362,4,394
19.9908404025444,361,4,394
19.9255238325119,363,4,395
20.0780003984461,361,4,394
20.0281901329102,362,4,395
20.0073111636721,361,4,394
19.9912480850996,357,4,395
19.9759255104739,359,4,394
20.1154691717593,363,4,395
19.9759255104739,364,4,396
20.0159586330508,360,4,395
20.0002724981436,358,4,395
19.9759255104739,359,4,395
20.0708046674766,359,4,395
20.0281901329102,357,4,395
20.0159586330508,358,4,395
19.9703104632852,355,4,396
19.9255238325119,359,4,395
20.1232452651157,357,4,395
20.0281901329102,359,4,395
19.8786845641255,360,4,395
19.9908404025444,356,4,395
20.0281901329102,354,4,394
20.1154691717593,356,4,395
19.9254861923116,361,4,395
20.010939508179,356,4,396
19.9219527155347,357,4,394
19.9785810306938,359,4,395
20.0038096371666,355,4,396
19.9641128027268,358,4,396
19.9759255104739,363,4,396
20.0780003984461,361,4,395
19.9555756619547,354,4,395
20.0059241226193,356,4,397
20.0592148400679,361,4,395
20.0059241226193,359,4,396
20.0084707061784,359,4,396
19.9255238325119,361,0,395
20.0849446103294,359,4,395
20.0281901329102,361,4,395
