Bmag,monomers,tetramers,npanels
40.1130913792492,360,4,388
40.0338069636151,360,4,381
40.0930430374149,365,4,385
40.0211469101024,361,4,380
40.0369391936996,361,4,388
40.1362541849635,358,4,392
40.1504221646548,363,4,379
40.0976969413456,361,4,379
40.0840180121704,360,4,384
40.0492147238869,361,4,382
40.1088531374309,358,4,382
40.0740876377741,358,4,386
40.1026333299947,363,4,388
40.1053637310522,358,4,383
40.0441968329994,359,4,387
40.066221434021,362,4,386
40.0800449101545,362,4,390
40.0998017451458,359,4,385
40.1156378485996,360,4,390
40.0391808108008,360,4,385
40.1143989111142,357,4,386
40.0706488592336,367,4,391
40.0998017451458,362,4,384
40.0706488592336,363,4,386
40.1093929148772,359,4,384
40.1156378485996,359,4,388
40.1571923819383,363,4,388
40.0653790697155,358,4,375
40.078904675652,362,4,387
40.0998017451458,360,4,376
40.1101807525222,358,4,389
40.1429757242783,360,4,382
40.0969724542889,360,4,388
40.0672147771716,361,4,382
40.1500112079685,359,4,389
40.07213495685,364,4,384
40.0414547687768,361,4,390
40.1157487777556,365,4,379
40.0723595511919,362,4,388
40.0969724542889,363,4,383
40.1136485500883,370,4,388
40.156983203423,362,4,386
40.0451058183144,363,4,378
40.077789360193,364,4,385
40.0689331028417,362,4,384
40.0637616806011,367,4,386
40.0710294352416,364,4,384
40.0401023974715,366,4,384
40.0456651836375,364,4,385
40.0826546027081,367,4,385
40.1714176996531,365,4,385
40.126197178402,364,4,385
40.1004563565055,365,4,392
20.0383881587317,366,4,376
20.0611315732687,362,4,377
20.0238308023215,360,4,372
20.0406836210744,359,4,365
20.0368385729885,357,4,377
20.0530695904642,360,4,372
20.0334969488604,354,4,368
20.0368385729885,348,4,372
20.0417264725372,360,4,370
20.0405289351354,357,4,370
20.0476756757486,364,4,367
20.0654653571752,364,4,371
20.0675683629083,357,0,373
20.0152042207918,359,4,373
20.0293210069638,352,4,373
20.0470072579425,352,4,371
20.0389870003451,363,4,373
20.0370107551002,358,4,372
20.0276134374518,349,4,369
20.0396731510272,354,4,371
20.0405289351354,356,4,370
20.033983627826,351,4,371
20.0486258880752,350,4,371
20.0398827341878,357,4,368
20.0396731510272,353,4,372
20.0405289351354,350,8,371
20.033983627826,351,8,376
20.0758262594594,350,8,374
20.0152067188925,349,4,379
20.0282924883775,351,4,367
